text_object,containsMention_category,weekday_category
"it is now time for the one broadcast show i’ll be keeping up with this tv season superstore",0,4
"theres a reason the rear view mirror is smaller than the windshield",0,4
"rt if it’s getting close to the time the polling place closes and the voter has no other options for voting ie it’s pm…",1,4
"rt twice and m countdown ""i cant stop me"" on youtube <u+db><u+c><u+c><u+ca> eyeswideopen icantstopme",1,4
"ilysm hours left",1,4
"i can’t believe how good it is i just put it on repeat and let it wash over me",1,4
"hoenix great observation where was mr pithani on th and th? he was not seen in any of the videos d…",1,4
"rt why are people acting shocked lmao he been tap dancing for a while now",1,4
"what happened??",1,4
"rt the sham study you’re citing was paid for by big pharma <u+f> they gave you over a quarter million dollars it’s no won…",1,4
"rt poor bunbun is all backed up can someone help him out?",1,4
"rt <u+>be the coolest merc this side of midgar with the buster sword backpack<u+> the kickstarter needs your help to succeed<u+f> ffr…",1,4
"i may sir",0,4
"sweetie pie",1,4
"rt trump once said this to me and others in an early oval office meeting grossly faking a hispanic accent vote him ou…",1,4
"rt melodies lets get ready for btobu comeback make sure to fill out the following form and share it <u+f>",1,4
"look like lil wayne is woke unlike a loooot of yall on this app",0,4
"we are one i am voting for exo for favorite social artist at the amas ",1,4
"rt this had the biggest plot twist ever",1,4
"glad to see at least one adult in this tweet<u+f>",1,4
"i never dated an actress before",1,4
"rt me and my wife walking past zendaya on our wedding day",1,4
"<u+> <u+><u+>how did he know its him? did he memorize his weight? perhaps its going to be future research <u+d> ra…",1,4
"rt grand our ethereum smart contract is being created the team at grand finance will bring you the most stable and reliab…",1,4
"rt all credits to the elephant imagine with this power it is so calm first you harass them and if they attack blame them…",1,4
"not surprised that he endorsed him tbh",0,4
"rt uktwittermomentsofthedecade honey poured out her heart unprovoked in the first episode of and gogo broke her spi…",1,4
"rt a long overdue piece for i am so thankful for their patience and i loved drawing kris w",1,4
"rt im voting for taylor swift for favorite female artist pop rock at the amas <u+ff><u+ff>",1,4
"the brain be absolutely wild for letting music make us feel emotions like that",0,4
" lmao <u+f><u+f><u+f><u+f> so lost<u+ff>",1,4
"rt same same but different",1,4
"the way that im not even top and im your own cousin",1,4
"rt mood",1,4
"rt o wiz wants us to settle down <u+f>",1,4
"rt twice and m countdown ""i cant stop me"" on youtube <u+db><u+c><u+c><u+ca> eyeswideopen icantstopme",1,4
"i thought trolls belonged under bridges? <u+f>",1,4
"rt for the smug canadians",1,4
"resemblance was so uncanny i nearly had a heart attack",0,4
"rt a fan art i made for the african giant <u+fd> pls like and retweet and tag <u+ff><u+ffe>thank you desmondelliot hggiveaway…",1,4
"rt human right to grow food in nz will now become a government authorised “privilege” and we all know where this is hea…",1,4
"rt $ minimum wage destroys to million jobs per cbo",1,4
" oh and biggie ",1,4
"rt finally they updated on winner schedule again mino st comeback stage on music core this sat <u+f><u+f> mino mi…",1,4
"rt “we have seen some isolated civil unrest and as we have done on several occasions over the last few years we have moved our fi…",1,4
"rt david perdue is a chicken",1,4
"rt i should feel worse as a human being that trump is literally killing his supporters at these super spreader rallies but…",1,4
"rt just a quick baby panda field trip andmdn…",1,4
"rt when you open up your internet browser to show the lady at the mall what it is you’re looking for and you still have pornhu…",1,4
"rt in loving memory and respect<u+ff><u+ffe>",1,4
"rt its uncle suga ] suga yoongi <u+c><u+ac> <u+c><u+ae> fanart",1,4
"arrt",1,4
"didnt like his smug attitude but i will not kill the messenger people need to focus on the message he an…",1,4
"omg oomf ty <u+fc><u+fc><u+f>",1,4
"wildling allen love you too step sis",1,4
"rt girls during fall p",1,4
"rt i don’t encourage insult and abuses on politicians but the insult and abuses they have received isn’t as bad as the death o…",1,4
"donate to my gut",0,4
"rt welcome to the maldives <u+ff><u+ffb>",1,4
"rt niji you finished work boss<u+f><u+f> madeinlagos",1,4
"<u+f><u+f><u+f><u+f>facts",1,4
"achieve higher roi by modernizing your databases with data virtualization and containerization journey to ai blog",0,4
"rt every body wiz put on this project came prepared for him they know baba na werey’ they all follow him drag am and i love th…",1,4
"yes this just arrived on my phone <u+f> peterfhamilton",1,4
"ok i actually will rn <u+fa><u+fa><u+fa>",1,4
"why am i only just getting recommended debuts that happened this week",0,4
"rt jared kushner bragged about ignoring medical experts ""trumps in charge not the doctors"" || via salon",1,4
"rt taste the way that you bleed a howl oween collab with the incomparable <u+> one…",1,4
"hi jungkook <u+fa><u+fc> i really happy you send a letter for army<u+fc> ""for me bts will be remembered as a smile giver when im…",0,4
"does anyone remember the game dream daddy",0,4
"is newt a russian bot?",1,4
"where can i go to eat sushi off a persons body",0,4
"rt mama’s fan choice awards mamavote treasure",1,4
"this",0,4
"its going to be hard for rs to make up almost million lead by ds in pa",1,4
"rt true love <u+f><u+f><u+f>madeinlagos",1,4
"rt “what’s a coon to a goblin?”",1,4
"i want to be first reply to this and do top friends again on a different note i missed you <u+f><u+f>",1,4
"rt donald trump and republicans had a choice take charge of this virus and pass a relief bill or push through a supreme co…",1,4
"rt for my birthday kanye got me the most thoughtful gift of a lifetime a special surprise from heaven a hologram of my d…",1,4
"modern american politics summed up so well",1,4
"please just stop lying and making things up",1,4
"dude tarnished himself petulant heathen",0,4
"rt now more than ever",1,4
"rt still one of sweetest moments when shawols singing lonely too early and jonghyun fixed it by nodding while smiling at t…",1,4
"app compile",1,4
"rt casual friday in the house of hades hadesgame hadesfanart",1,4
"rt lots of talk about pride tonight and rightly so but it’s worth highlighting that blm protests are also considered too ‘…",1,4
"thanks for spreading the word hope to see some elm street costume entries <u+fb> halloweenatyourhaus",1,4
"rt everyone stop look at my cute new glasses confidence boost +",1,4
" we miss ya <u+f> i’m still trying to get a fat barbie hoodie i’m just chopped liver <u+fd>",1,4
"rt imagine being a bernie supporter lmao active fbi investigation into a biden family member and primary voters never…",1,4
"czz holl onn",1,4
"keep it to myself just like how i wouldn’t ask any other celeb ab their relationships",1,4
"i dont think you wanted to see my spam so you saved your self",1,4
"she spelled rza like pizzaor maybe she meant lizzo?? smgdh",1,4
"jaz were sorry we let you down mind sending us a private message with your contact info and store address so…",1,4
"rt tomorrows front page tomorrowspaperstoday to subscribe to the daily edition",1,4
"rt if my dad didnt call me to come home immediately hed never hear from me again",1,4
"rt georgia gets to vote their ossoff",1,4
"help",1,4
"rt gallery theyre here to cheer us up members",1,4
"rt boys soccer final division iii district final wheelersburg north adams …",1,4
"nothing to see here",1,4
"rt first time standing up on his own with no help just randomly decided to learn this in the past two days daddysboy gav…",1,4
"rt has been putting receivers on an island <u+ff> via ",1,4
"well its not the best musical out there so its understandable still cant forgive you foe not lik…",1,4
"rt have to think abdul wants this one back",1,4
"happening now the ufcw is a proud partner of",1,4
"dont do blogs madeinlagos",0,4
"hahaha this has to be the tweet of the day lmao",1,4
"rt bjp national president shri chaired punjab core committee meeting at bjp hq",1,4
"rt jk usalovesjungkook <u+> share why you love jk and his artistry hashtag event starting now",1,4
"rt breaking the th circuit appeals rules minnesota must reject absentee ballots received after pm on election day",1,4
"rt retweet if you stan sos follow me + everyone who retweets <u+f>",1,4
"rt these reactions <u+fd> twt bts",1,4
"now playing fu gee la by fugees music best hits rock pop dance on",0,4
"rt mama’s fan choice awards mamavote treasure",1,4
"boi its bc i have mood and its sleepy",1,4
"worse actress in history",1,4
"rt me enjoying my life knowing that nothing is going well",1,4
"rt a guy walked up to me and asked me could i share this about his son so sad",1,4
"my government doesn’t care about me so why should i care about the government",0,4
" hours",0,4
"rt breaking senator perdue just cancelled our final debate at last nights debate millions saw that perdue had no answers when…",1,4
"rt break from toronto gon hit everytime i stg",1,4
"rt researchers have created the worlds smallest boat measuring just micrometers in length so small it could sail down a human…",1,4
"rt tiger the hunter",1,4
"rt it is absolutely terrifying how many people in this country think france has somehow brought these islamist extremists and thei…",1,4
"rt september corbyn tweeted calling out a banner displayed outside the secure zone during conference saying he wa…",1,4
"i know you wont miss it",1,4
"hello?",0,4
"we love you louis we love you louis we love you louis we love you louis we love you louis we love you…",1,4
"rt she looks so much happier and healthier im tearing up",1,4
"curate your list people social media doesnt need to be a dreadful source of angst and sorrow",0,4
"its a little late for that",1,4
"rt thats because we paid less in taxes numbnuts",1,4
"rt he has a lot of hair mdzs <u+b><u+><u+><u+eb>",1,4
"i aint even make it yet nigga",1,4
"@camilasf love u more bestie ",1,4
"rt twice and m countdown ""i cant stop me"" on youtube <u+db><u+c><u+c><u+ca> eyeswideopen icantstopme",1,4
"this mans strength in the face of adversity will be hard to match rip travis",1,4
"rt a day extension for pennsylvania is a disaster for our nation and for pennsylvania itself the democrats are trying…",1,4
"good day to you as well lord resh",1,4
"rt omg tems went so hard madeinlagos",1,4
"rt aus no im not cryingi am crying<u+f>",1,4
"believing in this girl who was ""trying"" to patch things up bet me and my then bf btch become his girl instead <u+fe> i wa…",0,4
"omg daphne if an old scottish woman warns you to keep a sword hidden you keep it hidden <u+fb>",0,4
"i’m doing it in few minutes <u+fa>so stressed",1,4
"remember when reality mattered? those were the days",1,4
"rt relevant philadelphia demonstration planned for tomorrow morning at malcolm x park",1,4
"four hours",1,4
"rt he made it there safe iwaoi iwaizumihajime",1,4
"wow you really got me with that one",1,4
"rt cats the real reason for the internet nationalcatday",1,4
"tweetdeck goro majima meme d you want password to account to tweet more easy",0,4
"rt betcha donald doesn’t go to biden’s inauguration",1,4
"rt none of chinas vaccines has completed the third phase of the trial and they cannot make any guarantees they…",1,4
"rt oh no starmer",1,4
"rt chuck grassley confirms hunter biden is under criminal investigation for money laundering …",1,4
"freaky urban legends || aft live chat",0,4
"tell em jake",1,4
"rt i love how calm relaxed and sweet wizkid sounds recently he has reached the stage where the music just flows through…",1,4
"bro really watched and never looked back lol",1,4
"rt i miss u so much",1,4
"done well thats a lie unless youre referring to stuff that happened years ag…",1,4
"<u+f> this is so weird",1,4
"they dont need to hibernate for thatjust go to the coldest deep space areasand turn on their dime…",1,4
" amin",1,4
"im divorcing you",1,4
"rt lil wayne following in the footsteps of kanye and cent just endorsed president trump rappers are now republican…",1,4
"rt kaeya you can trust me lets not forget who pulled you out of a river when you were a kid diluc lets also not forget wh…",1,4
"rt trump jr ""hunter bidendrugscorruptioncocainelives off his fathers namelap…",1,4
"rt tuwir smtown at mama best male group exo nct best female group red velvet best male artist taemin baekhyun best female…",1,4
"you ever just sit in your car and cry for hours",0,4
"probably a turntable that can be used as an audio controller to make cool sounds and samples",1,4
"rt bring back the garde suisse",1,4
"rt no matter what happened to you in your past you are not your past you are the resources and the capabilities you glean…",1,4
"rt a woman whose resume could fit on a post it note was sworn into the supreme court and you’re worried about what sasha is d…",1,4
"rt terry you baddddde<u+fb><u+fb><u+fd><u+fd><u+fd><u+fd><u+fd><u+fd><u+fd><u+fd><u+fd><u+fd>madeinlagos roma",1,4
"show me",1,4
"why are you deflecting from the obvious question?",1,4
"rt why is fortheirfuture trending in the usa? we need another senate hearing to investigate this",1,4
"rt i never realize how friendless i really am until i wanna go do something <u+f>",1,4
"rt wait where can i find the link to watch shawns performance ??? on the global citizen tt maybe ???",1,4
"rt satorus first and last heartbreak",1,4
"lol am i gonna have to sign up to volunteer against joe kennedy twice in one year?",0,4
"na i dont but i wish i did",1,4
"looks like they’re apart of the sway house so i’m gonna say bryce <u+f>",0,4
"love the old but i’m in love with the neww<u+><u+fef>",0,4
"this is me all shocked ",1,4
"rt maison lbsx steady grinding<u+faa><u+ffc><u+f> <u+f> maison martinez <u+faa> ’ lbs rhp <u+f> lake worth fl <u+be><u+fef> recruiting <u+feb> park v…",1,4
"this had skipped my attention",0,4
"mama’s fan choice awards mamavote treasure",1,4
"love how i tagged the right person but twitter changed it on me <u+f>",0,4
"don’t bottle <u+fd>",1,4
"rt true love na correct love story tay iwar and projectxx came through mehn that song is spiritual that wizkid’s second vers…",1,4
"rt i love how calm relaxed and sweet wizkid sounds recently he has reached the stage where the music just flows through…",1,4
"i feel biden has a + advantage in oh so that’s exciting i have a good feeling about pa too i’d…",1,4
"naw fr ain’t neva stood for shit but stand wit trump niggas wild fuck race or morals to save a couple $ on taxes",0,4
"idk he must yes",1,4
"rt mama’s fan choice awards mamavote treasure",1,4
"rt <u+c><u+fef>urgent quest<u+c><u+fef>runa the ruiner has joined the quest<u+>she is a fierce huntress that has bested many elders congratulati…",1,4
"tmj fera<u+faa><u+ffd><u+fd>",0,4
"okay honestly if you are taking advice from this man you are insane he literally looks like jigsaw fro saw just w…",0,4
"rt i’m physically drained from having to send my thumb to the top of this phone to retweet",1,4
"rt [mama] best female group nominee l izone <u+c><u+c><u+c><u+cd> gate to new topia mama sun mnetasianmusicawards…",1,4
"wizkid release madeinlagos and rain started falling in lagos<u+><u+fef><u+><u+fef><u+><u+fef> this is really amazing<u+fd><u+fd><u+fd><u+fd> wizkidfc wizkidfc…",0,4
"shey una see this mighty whine hehehehe<u+fa>",0,4
"i guess you like my energy huh",1,4
"beautiful <u+fa>",1,4
"rt please explain how it has been ‘exposed’ produce those statements which you believe to have been wrong and…",1,4
"rt cnn so far today there have been daily new coronavirus cases in the united states per johns hopkins university data…",1,4
"rt if pain was a kanye song he would’ve bullied carti into doing a better verse",1,4
"rt omg so true hilda you’re doing amazing",1,4
"andblood take your time stay safe ill be over in a few",1,4
"rt i interviewed the activist and community organizer whose ether of the kansas city board of police commissioners h…",1,4
"rt jeremy corbyn has been suspended from the labour party due to the party under his leadership supporting antisemitic views…",1,4
"rt a few facts about unemployed people in uk those less than years get £ per week those &gtyears can get up to £ p…",1,4
"we all can be free from listening to trump talk — but only if we vote make sure your friends and family have ever…",0,4
"chabvondoka tozadza matura nechingwa<u+faa><u+fff> thank you my president for command agriculture thank you for the the belar…",0,4
"rt ion wanna hear one word from pepper spray about her daddy",1,4
"ifb stans only",1,4
"rt kefla in some streetwear dragonballsuper dragonball",1,4
"i really need to start interacting on here i just be looking and laughing <u+f><u+f>",0,4
"he killed it",1,4
"fucking retarded man ",0,4
"ill be pulling from a lot of fics im stocking up if this flops then i didnt tweet it",0,4
"can my moms boyfriend just shut up? just shut up i don’t need ur input on anything i do",0,4
"rt the height difference her hand grabbing his top from his chest she said you are not going anywhere without m…",1,4
"rt xox rinka is god",1,4
"rt watches if you want to gbese or looking for gidigbo music pls naira and zlatan dey for you it’s sweet vibes over here pls <u+ff>",1,4
"oh so youre just racist too?",1,4
"rt omg you are such a disappointment",1,4
"not shocked at rich people voting or leaning republican it’s a given bro",0,4
" hour news schedules to fill bullshit to spout a perfect match",1,4
"rt beijing urges washington to respect international law and judicial sovereignty",1,4
"rt btob u st mini album [inside] kst <u+be><u+dc><u+be><u+dec><u+c> btobu inside",1,4
"rt us reports record new coronavirus cases more than new deaths new cases positivity rate % …",1,4
"hrs oh my god",1,4
"rt <u+f> its two point week for the segath and were giving away a juicy bundle <u+f> teal nintendo switch lite <u+fd> …",1,4
"jtd make tattoo desiging so much easier",0,4
"rt saturn and jupiter with their moons from the earth <u+f><u+f><u+><u+fd>",1,4
"decoration and editting",1,4
"other timeline sept this tweet appears oct rd media starts talking th amend oct th p…",1,4
"rt rapper lil wayne meets with trump he listened to what we had to say",1,4
"rt the terrorist who beheaded a woman and killed two others near a church in nice france has been revealed to be a tunisian…",1,4
"this brought tears to my eyes",0,4
"how you know everybody?? what you a dickeater or something?",0,4
"jesus not this too",0,4
"everybody and they mama at conoco right now",0,4
"rt the principal is mark hayes this is their phone number keep mr hayes busy answering phone calls abo…",1,4
"its hempfield timeout gs",1,4
"kristenwiig is such a legendary comedic actress",0,4
"chefs kiss",1,4
"rt it costs $ to retweet a black owned business i provide tv mounting services at an affordable cost to customers w…",1,4
"rt dc <u+fa>voters in north carolina minnesota and pennsylvania do not mail your ballots drop them off in person the far right arm…",1,4
"daily inspiration from muslimpro",0,4
"so you knew it was bikini with extra rope for luggage?",1,4
"this makes me so happy he just vibing and spending time with us and god i love him so much <u+fd>",0,4
"rt a former member of the kansas city black panther party mama c a poet musician artist and community activist has lived fo…",1,4
"if not its on bc",0,4
"rt live now vs <u+f>",1,4
"how many immigrants have you hired at your properties and not paid?",1,4
"currently catching up on the bachelorette and y’all i just can’t she’s soooo annoying and trashy",0,4
"rt being in good health and seeing your family happy",1,4
"rt zara dont just pass by retweet if hes not failed you",1,4
"lets be real here us fellow cpas were the only ones listening with interest tony",1,4
"right???",1,4
"rt we have all the talent as a nation we just need good political leaders the entertainment industry steady putting the c…",1,4
"rina rina good morning tgif have a nice day and best wishes for the weekend <u+c><u+ffb>",1,4
"rt congrats on episodes <u+f>",1,4
"rt tbt to when mike mussina refused to come out",1,4
"congrats <u+f> you deserve it ily <u+><u+fef><u+fa>",1,4
"petition to prevent the murder of mentally ill citizens walter wallace law",0,4
"someone so wrong in would be well served by some humility tell me again how texas is in play so silly six d…",0,4
"open your hand take a glass dont be scared im right here",0,4
"good morning im gay",0,4
"isgood amazeballs",1,4
"oh idk if i watched the first or the second i dont remmeber well",1,4
"jedio trump supporters are all sad whiners who long to be victims of v…",1,4
"harris cat boy",1,4
"rt wizkid with burna boy damian marley tems her in the studio for madeinlagos",1,4
"rt cfinida we struggled we cried still we fear of things which may effect him there are many like us please look…",1,4
"thank youu <u+fa><u+f>",1,4
"rt wish someone would sit on my face <u+f>",1,4
"i feel like a lot of people have just forgotten that a man admitted that he drove into a crowd outside a mosque hop…",0,4
"me being mad i can’t be in a game so i decided to threaten my friends",0,4
"okay",1,4
"oo that’s why keeping up with the spelling is hard",1,4
"you go whatever makes you happy <u+f>",1,4
"everything is gonna be alright bob marley lesa ayely",0,4
"rt never should gave y’all photoshopbut im grateful",1,4
"""life weh i dey live i live am on a low"" madeinlagos starboy",1,4
"exploded sats momentoe…",1,4
"rt lemme gon head and be sure real quick",1,4
"we love you louis qqoqoq",1,4
"rt just had a great meeting with besides what he’s done so far with criminal reform the platinum plan…",1,4
"vote biden so we can tax the fuck out of this family plz",0,4
"rt i have heard from our very passionate fans at various times they have criticized each name floated for the job i don’t ma…",1,4
"rt design is the silent salesman",1,4
"oh wait ive had that its super good most people would probably call it katsudon tho its not…",1,4
"i vote ateez for worldwide fans’ choice mamavote",1,4
"lmao that was my young days now i’m a grandma idk if i’m letting anyone in my apartment now even…",1,4
"rt betcha donald doesn’t go to biden’s inauguration",1,4
"rt shawtyy im a eastside babyee <u+fa>",1,4
"rt sexual assault charges $ taxes paid to the usa $ paid to stormy daniels $ taxes paid…",1,4
"y’all really acting surprise that wayne did that <u+f><u+f> come now bruh",0,4
"i wish there’s a way to know your in your good old days before you actually left them",0,4
"rt h left for the first week of tracking for billboard <u+ffa><u+ff><u+ff><u+ff><u+fe><u+fe>buy as much as you can max copies card ask for funds…",1,4
"rt listen to the album accordingly such a sexual vibe",1,4
"justin min gente",0,4
"rt does anyone else have three break downs a day or are you emotionally stable??",1,4
"rt small things matter",1,4
"my brain dey floor rn madeinlagos",0,4
"chanhee is so pretty <u+fa>",0,4
"rt if robbie anderson scores a touchdown tonight ill give someone who retweets this $ cash via paypal two rules …",1,4
"rt cnn so far today there have been daily new coronavirus cases in the united states per johns hopkins university data…",1,4
"rt @hudahassan imagine doing more for your city’s growing housing crisis than your elected officials",1,4
"song of the year zombie best band performance worldwide fans choice mamavote day",1,4
"rt great news vhaiex delivering more together winner dr robert l jesse award for excellence in innovation is d…",1,4
"rt why your not saying boycot hinduism when some hindu extremists kills people only because they are eati…",1,4
"rt ayodeji beethoven balogun has nothing else to prove to anyone end of story",1,4
"rt yi wid hae tae go ti ikea to find a biggir unit than me",1,4
"my female followers",0,4
"daily",0,4
"anything from lady gaga tbh <u+f><u+f>",1,4
"she’s going to be up all night i should have let her finish her nap earlier",0,4
"am i just going to give matthew shining finger erupting burning finger? oh who am i kidding? of course i am <u+f>",0,4
"reade received her law degree in while testifying as an expert wi…",1,4
"there’s a few different ones i might have lol",1,4
"rt mamas fan choice awards mamavote treasure",1,4
"rt penis envy <u+f>",1,4
"wait where does she even get the clothes?",1,4
" the latter i give them the receipt with the gift if they don’t like it <u+f>",1,4
"piece of me",0,4
"yeah they are not admin so they can’t invite me to tribe i think ark support wont…",1,4
"rt where you are today is not where you are destined to stay god is leading you to the place of blessing he has in store…",1,4
"id i vote exo <u+cd><u+cc> for worldwide fans choice mamavote exo",1,4
"ptg what about ekpbestsongwriterhui your eye make up sir? ekpbestmalemvpentagon did it also came from…",1,4
"rt right hes not ripped hes out of his mind",1,4
"im so confused <u+fd>",1,4
"at least moose gets to go to a halloween party his s’mores costume is so cute <u+fd><u+f>",0,4
"or tomorrow na lang? request fridaylivestream sb mtvotingday sb",1,4
"rt i’m voting nct for mama worldwide fans’ choice mamavote nct",1,4
"rt twice and m countdown ""i cant stop me"" on youtube <u+db><u+c><u+c><u+ca> eyeswideopen icantstopme",1,4
"i need texas roadhouse bread",0,4
"shhh ur cool",1,4
"rt doctors au doctor amity sorry to keep you waiting boscha its okay doc boscha im patient amity amity this patient is…",1,4
"rt songs by kpop acts to spend the most weeks on billboard’s hot dance electronic songs chart and lady gaga so…",1,4
"stop tryna fit that image that’s doesn’t fit you and be you rather someone like it or not <u+f><u+ffc>",0,4
"rt trump who has a secret chinese bank account also has a cabinet secretary has been in the pocket of a chinese government owne…",1,4
"rt bartok “show me again the power of the darkness” kylo ren i really like how this one turned out was a lot of fun to paint thi…",1,4
"first sugar babies to dm $ weekly allowances is guaranteed <u+><u+>",0,4
"rt happy birthday to richard dreyfuss botd as seen here in a collection of retro poster goodness film cinema",1,4
"acting surprised<u+f><u+fd>",0,4
"turning back the clock <u+f>",1,4
"rt dekker the winner of the presidential race could shape the way millions of americans save spend and manage their…",1,4
"@natgolden we love you louis",1,4
"rt in case youre having a bad day heres a video of hobi making the bed and tucking rj in like the precious boy he is ht…",1,4
"thank you sm<u+fa><u+fa>",1,4
"rt sydd they laugh but i be serious though",1,4
"rt rt this and <u+d><u+d><u+dd><u+dd><u+d><u+d> us for your chance to win a team signed ball from their championship season lgm …",1,4
"rt “he assured me we will get it done” my god how dumb are you",1,4
"oh please turkey is openly calling for jihad at this point and you are blaming france for freedom…",1,4
"rt rt for good luck ",1,4
"rt “they lied to you about donald trump they lied about brett kavanaugh they lied about children in cages hell they eve…",1,4
"singapore has now included victoria in a travel bubble arrangement along with mainland china it means victorians…",0,4
"rt girls be having big ass foreheads and still can’t remember shit",1,4
"rt go do your thing blinks mamavote blackpink",1,4
"mytimeee pagi kak<u+fc> i vote for taehyung from bts twt for bousnidstars bousnid",1,4
"these people often come from the ghetto w o educated guidance needing love and approval this is a society that ju…",0,4
"rougelikes are so much fun dead cells is another fun one if you enjoy hades also rogue legacy and its sequel are p fun too",1,4
"rt hourlywolves presents",1,4
"rt look at baekhyun’s glowing cheeks",1,4
"i love him so much ",0,4
"rt fyi kudlow use to appear on the est block we shared for years in his ‘personal capacity’ smoking crack in the…",1,4
"rt when censorship intensifies its not because they are more and more in control but because they are less and less in con…",1,4
"celebrity black men are forever disappointing lol",0,4
"rt much mama’s fan choice awards mamavote treasure",1,4
"ugh ugh",1,4
"yeah get martha out of there",1,4
"rt facebooks user base declined in us million users are off the hook q q are you still feeding the beast? is your…",1,4
"the boss has done it again seemless boss like never before",1,4
"this drummer is doing something i love it",0,4
"why would you ever vote for this year failure? bidencorruption",0,4
"we good",0,4
"why do i want all the boys to flip me off like pls its my only dream",0,4
"this is ateez",1,4
"rt i can’t wait to find my signature fragrance i love perfume i love smelling good",1,4
"fucked up ",1,4
"no lol",0,4
"rt youre teasin’ me",1,4
"rt how it started how it’s going",1,4
"<u+f> live podcast heinous anus on",1,4
"jbl and arizona chilling tonight machala the greatest",0,4
"me when luke combs took aris spot",0,4
"learning is a never ending process learning is about seeking progress growth stays in taking risk to fail growth stays in learning",0,4
"rt considering todays decision by the court of appeals this seems like a good time to remind everyone about the citys ball…",1,4
"rt starboy the greatest of all time madeinlagos too hot<u+f><u+fa><u+f>",1,4
"rt i’m voting for exo for favorite social artist at the amas",1,4
"yall still going to listen to lil wayne now? haha",0,4
"rt joe biden promises to crush the oil and gas industry if elected president",1,4
"rt heavy censorship of everything and anything by all social media at the moment i expected it they can’t stop the storm th…",1,4
"rt you have one voice you have one vote express yourself by going out and voting next tuesday make your voice heard…",1,4
"eret ive never been so depressed in my life <u+f>",1,4
"rt our prophet <u+fdfa> was a person that inspired everyone around him every person he met would feel that he <u+fdfa> loved them the mo…",1,4
"love it willheridealone?",1,4
"my stepdad isn’t turning to the channel i’m gonna scream",0,4
"i think everybody on the tl woke up and chose war today",0,4
"rt reminding yall that many idols covering a song you giving your opinion and making words of essay on how bts doesn…",1,4
"things id like to do today play depanneur nocturne draw watch som lps things i have to do first finish mod of my homework",0,4
"rt also note that not a single high profile conservative intellectual has even mildly let alone forcefully objected to the s…",1,4
"rt beyoncé for adidasxivypark — drip thisismypark",1,4
"rt otoolemp im eric otoole and this is what i stand for im grateful for the opportunity to try and tear down honest hardworking…",1,4
"rt choi mama’s fan choice awards mamavote treasure",1,4
"rt themeofmissindia is all yours now <u+fa><u+f><u+fb><u+fa> <u+ba> musical<u+fb> lyrics by sung b…",1,4
"cavallaro can get it",1,4
"drags i def will be watching for the future",1,4
"they changed their bio and now joking about tone markers",1,4
"rt in loving memory and respect<u+ff><u+ffe>",1,4
"rt i’ve been thinking about this exact point all day the ballot issues in this election are only serious because the president an…",1,4
"rt the cutest boy ever ",1,4
"rt you’re doing the best you can okay? take a rest",1,4
"yes all the time<u+f>",1,4
"nate that’s not what i’m getting at people had already thrown him out before he made his “apology post”…",1,4
"maybe in the meantime hes trying to source some more abortion pills",1,4
"of course you will",1,4
"god knows what hes doing",1,4
"hiya it also stars oscar nominee diane lane who is amazing in it",1,4
"here we are again going live playing some warzone and hoping for some great games stop by the stream and say hi a…",0,4
"rt thankyouuu<u+fd><u+fd> i vote for ateez worldwide fans choice award mamavote ateez",1,4
"rt refugees are some of the most extensively vetted visitors to the united states meanwhile the first successful al qaeda att…",1,4
"rt st hole rosapenna hotel and golf resort old tom morris links co donegal ireland",1,4
"rt mharris i do i’m gonna post a “how to pitch your memoir” piece with …",1,4
"moon presence please call me &lt",0,4
"twt kim namjoon i vote for rm of bts twt for tdyawards biggestcrush",1,4
"if we are to fear evil men then remember what truly evil is the indignation of good men",0,4
"kk ima send u the catalog",1,4
"these attacks in nigeria are the absolute worst terrifying and horrific there’s always children an…",1,4
"rt just putting this out there now do not get me a hologram of my deceased relatives keep my peoples where they belong—in heave…",1,4
"y rodrigo malandragem westside<u+fe>",1,4
"rt dear twitter it’s not your job to fact check our posts you’re a platform not a publisher signed everyone on twitter",1,4
"rt i invite you to come and see “superbloom a live concert film” i bought every single one of you a ticket superbloomfilm…",1,4
"this is absolute magic i have laughed and sadly related to this all damn day",1,4
"teach my tesla to sing to me",1,4
"rt you win some you lose some",1,4
"rt we are proud to support hopeair a unique national charity that arranges free flights for canadians who are in financi…",1,4
"rt getting struck by lightning&gt&gt&gt&gt&gt&gt&gt&gt&gt&gt&gt&gt&gt&gt&gt&gt&gt&gt&gt&gt&gt&gt&gt&gt&gt&gt&gt&gt&gt&gt&gt&gt&gt&gt&gt&gt&gt&gt&gt&gt&gt&gt&gt&gt&gt&gt&gt&gt&gt&gt&gt&gt&gt&gt&gt&gt&gt&gt&gt&gt&gt&gt&gt tattooing a bitch name on me",1,4
"ew phoria omg",0,4
"rt [<u+ff>] jangan lupa istirahat ya<u+fc> retweet = vote reply = vote i’m voting for bts twt for favorite social artis…",1,4
"anniversary sale starts now <u+f> save % off any purchase greenbeauty anniversarysale…",0,4
"liv bruh wtf",1,4
"one of the cleanest and most dominant performances ive seen by a qb peyton had the lions beat and had his backup…",0,4
"rt “what’s exciting here is that we now have a validated digital signal for covid the next step is to use this to prevent e…",1,4
"rt the beat of that song with damian marley <u+f>",1,4
"for more details on how to view this acclaimed film on the life of anne frank and have opportunity for a live q an…",0,4
"rt girl why is you lion? girl why you mufasa?",1,4
