text_object,containsMention_category,weekday_category
"fn never know ",1,2
"he is so sick",1,2
" tammuz is nimrod the antichrist",1,2
"rt this sound more like a song than the shit he been puttin out<u+f><u+f><u+f>",1,2
"if you mean changing from pj pants to sweat pants then yes we are in a pandemic and shouldn’t be going out for hall…",0,2
"rt enjoy the ride",1,2
"rt alex the trump supporters in oc have to remember that he denied california wildfire aid",1,2
"rt new there are over mistakes inaccuracies in brett kavanaugh’s “steal the election for trump” opinion from yesterday —…",1,2
"stop flirting with my fake boyfriend <u+f><u+f><u+f><u+f><u+f><u+f><u+f><u+f><u+f>",1,2
"rt cat vibing to dbdbdib by saturday",1,2
"michael exactly she was at the tim…",1,2
"rt brian we didnt expect scholarship from the rapistjustice now did we?",1,2
"rt kyuhyun this week goodbye werther~ <u+fb> kyuhyun <u+addc><u+d> <u+addc><u+d><u+c><u+cac><u+b><u+d>",1,2
"careless love more you’ll live longer life love happiness",0,2
"uwmad he went to biden university",1,2
"rt i love when someone educates me on a topic i don’t know about without making me feel dumb",1,2
"im voting for nct for favorite social artist at the amas nct ",1,2
" out of buckeyes here",0,2
" collec sometimes when im in a slump i enter photo…",1,2
"dude coffee makes it way better my stress is worse when i don’t drink coffee asfhdkskslsks",1,2
"idk my friend was probably waiting for that moment to grab me since the beginning of the session beca…",1,2
"energyz it sucks i want to forget everything ",1,2
"think youre funny think youre smart think youre gonna break my heart tkgram",0,2
"larissa watch all through them be related",1,2
"upbeat crying",1,2
"rt don’t ever tell me i’m under qualified for a job again",1,2
"why do i get sad then wanna listen to songs that make me even more sad? what’s wrong with me",0,2
"rt a demonstration made by the great hanguang jun",1,2
"i dont know if youre agreeing with me or bad mouthing me so ill just give you a thumbs up <u+fd><u+f>",1,2
"rt this weekend and i loved seeing so many arizonans in phoenix and mesa who are ready to elect a senator f…",1,2
"i’m voting for fine line for favorite album pop rock at the amas seis",0,2
" year old world war ii veteran checks skydiving off her bucket list",0,2
"rt time is a flat circle",1,2
"the black queen sitting back and crossing her legs lmaooooo she was sick of the shit",0,2
"he’s finally open",0,2
"rt here is the context i think its a good way to bring up racism while acknowledging that younger kids aren’t idiots",1,2
"rt good morning",1,2
"rt i could do absolutely anything except forcing another person to follow me in my madness in my lust for life coelho…",1,2
"rt they may be small but these birds are no push overs",1,2
"rt any finger that retweets this will receive good news tomorrow<u+f>",1,2
"rt amy coney barrett is open to the idea of women being sentenced to death for having an abortion this should scare every…",1,2
"a ver abbott and costello meet the mummy trakt",0,2
"thoughts?",1,2
"wise words from my dad ""it took a while for the season to restart now its taking a while to end""",0,2
"jess nation",1,2
"well i mean it’s not about being dumb it’s you could’ve just been not paying attention and plugged it in the first spot u seen",1,2
"<u+f><u+f><u+f><u+fe><u+fe><u+f><u+f><u+f><u+f><u+f>pronts",1,2
"it’s time let’s do this dodgers latogether dodgers",0,2
"just a thought",1,2
"rt obama tells florida voters “what we do this week will matter for decades to come”",1,2
"rt donald trump says im a creep i say hes an existential threat to democracy thats why i released borat before the…",1,2
"really? mick jagger has a term for you starfuckers",1,2
"nah we dont get much info abt his appearance in a q and a marc said tht he imagined him looking like his voi…",1,2
"i don’t care if it’s red or blue prosecute them voterfraud",0,2
"woahhh piglin with mo pearl",0,2
"rt anyone democrat feeling really confident right now should look at florida’s early voting numbers republicans are having anothe…",1,2
"rt ill never understand it",1,2
"rt proud to announce our show national teams and our new look for tryouts next month looking for loyal and committed fam…",1,2
"love u",1,2
"whyd i think their were starburst in there lol",1,2
"the one time <u+fb><u+d><u+><u+fef>",1,2
"minghao and ten collab when?",0,2
"rt lets go back to m &lt",1,2
"got the ’s want the dunks lol",1,2
"aver bro they literally reported on officers being injured if they were tryin…",1,2
"birthday blessings brotherly",1,2
"rt @sixile i would like dollars and a massage",1,2
"rt dont touch me look how cute year old g dragon is while rapping pls im soft –",1,2
"rt points up in michigan points up in wisconsin points up in pennsylvania the great red wave is forming and get…",1,2
"rt don’t be saying stuff like “i’ll never be able to achieve xyz” please i promise you there really is power in the tongue…",1,2
"okay bye im going to shower ik i said that hour ago but i forgot",0,2
"rt orso his family identified the man as walter wallace jr they said his mother begged police not to shoot",1,2
"rt que things currently in danger same sex marriage legal access to safe abortion preexisting conditions being covered by i…",1,2
"rt scam alert",1,2
"it took every bit of my strength and being to radically self accept myself as a trans woman in hindsight i am so glad i did <u+><u+fef>",0,2
"rt we cant stop listening to new s eyes wide open lstn <u+> <u+db><u+c><u+c><u+ca> eyeswideope…",1,2
"the amount of times i’ve had to refresh this stream <u+fcd><u+d><u+><u+fef>",0,2
"come back to miami",1,2
" score ago exactly years and months <u+f> i predicted the future",0,2
"help denise keeton take home their dream chopper",0,2
"rt i was poll watcher for the democratic party saturday alongside a republican poll watcher we both were credentiale…",1,2
"also very unsafe",1,2
"does fling clothes all over her bedroom floor even though she has a dresser and a closet with hangers?",1,2
"rt breaking due to a lack of funds trump just pulled his campaign ads from florida",1,2
"brexit they cant come here to work and we cant go there to work thats what it was…",1,2
"former president barack obama skewers president donald trumps handling of pandemic",0,2
"for fire production hit up my boy ",1,2
"rt final individual rankings before the state meet for all the varsity results at …",1,2
"i knew france was on they bullshit when i got robbed $ on some black magic game fuckfrance",0,2
"rt there are million people with old criminal records really old like years old these records have legal restric…",1,2
"conclusions are a spook",1,2
"ofreazon too far gone the cult crowd is toofargone",1,2
"ice cube and ice t yeah law and order dude were miles superior for me west coast mcs but i stoppe…",1,2
"ahhhh thank youuuu xxx",1,2
"rt other level jimin <u+cc><u+bbfc>",1,2
"you got this nimu you will do good free berries for you strawberries for the cutie",1,2
"rt we win pennsylvania joe biden is our next president it’s that simple",1,2
"rt thanks for hanging with us aphatweetup",1,2
"$brtxq <u+><u+><u+> company presentation <u+><u+><u+> presentation link",0,2
"rt bts world domination",1,2
"rt [dear army] special postcards from bts v jimin rm <u+bc><u+dc><u+cc><u+b><u+be> twt",1,2
"todays edition of thedailygrossi looks at the lv raiders and discusses why theres no need to panic about the los…",0,2
"fuck a bag i want real life benefits <u+f><u+f><u+f>",0,2
"goadiarygoanews pandemic locks down canacona elderly indoors",0,2
"footlocker <u+f> l ",0,2
"who wearin that dave",1,2
"sis delete her tweet as she should bc twice didn’t win daesung lmao",1,2
"i was recently thinking about the ""nature of dice"" and frameworks of thinking about them <u+f> but it sounds too weird to put down in text",0,2
"rt tobts things i wanted what i end to say to bangtan up saying",1,2
"what category?",1,2
"m for this swallalisa??",0,2
"tried so hard to listen to bidden was so annoyed after mins had to turn off total lies dems have to lie…",0,2
"rt @xkdenise my real hair is amazing<u+fd> being natural the best thing",1,2
"rt megan wrong vermont has made a major change it’s mailing everyone a ballot there’s almost no risk of someone receiving a ba…",1,2
"missing my bestfriend is a different type of level of hurt <u+fa>",0,2
"rt i needed this laugh <u+fd>",1,2
"happy feast day saint jude thaddeus <u+><u+fef>",0,2
"resident spotlight paulette dreher pgy undergrad franklin and marshall med school pcom hometown pittsburgh…",0,2
"emichels resistor says the faceless bot with no followers ok",1,2
"they didn’t lie tho fr <u+f>",1,2
"rt i am excited and truly blessed to receive my first hbcu offer from central state",1,2
"to much fake love in the air i gotta stay my distance",0,2
"rt it’s like maximus is entering the coliseum listen to the roar of the crowd",1,2
"featured in my clothing haul head on over to start watching<u+><u+fef>",1,2
"rt @lyneezy endsars blm is global",1,2
"rt tobts the happiest moment for us when we decided to become an army and love seven of you",1,2
"rt helloooo",1,2
"georgemil woo hoooooo",0,2
"sweet not manipulative we just like a lil control",1,2
"rt the wizards and the wastes by is now available in the uk and thats all the reason you should need to ignor…",1,2
"rt more to come<u+fb> lljuan<u+fa>",1,2
"rt at this point none of this is even an ""absurd"" take",1,2
"rt xx achieving the nigeria of our dreams may start from the streets protests but it must certainly be solidified at the polls…",1,2
"flash sale — today only book an in depth energy healing session $ and get a free intuitive energy poem to k…",0,2
"block him immediately <u+f><u+f>",1,2
"idk i just dont really talk to them rhis will be interesting",0,2
"rt the scripture says “without faith it’s impossible to please god” he doesn’t necessarily need your talent your ability…",1,2
"martin garrix there for you",0,2
"i hate it here ffs",0,2
"oof im sorry",1,2
"rt you’re at the place where you have to move forward there’s no other option",1,2
"this is evil with no purpose other than to evil more evilly",1,2
"very nice",1,2
"ryan congrats my guy <u+f><u+ffc>",1,2
"trump not spending $ on the campaign because he gets to keep all the money not spent on the campai…",1,2
"sjhl releases regular season schedule awaits word on expanded attendance yqr sk sjhl",0,2
"just say you want to defund police while youre running for senate joe lol",1,2
"me with algebra<u+fc><u+fc>",1,2
"rt im screaming",1,2
"rt if anyone needs tips on surviving a civil war from someone who has lived through one don’t come to me my solution wa…",1,2
"rt andy tifa vs mounted police",1,2
"rt pr us nursing homes still don’t have enough ppe",1,2
"rt this is so scary please be aware of your surroundings and try not to go anywhere alone especially with the holidays be…",1,2
"my dawg gonna be pregnant again but i don’t even blame her",0,2
"rt my grain",1,2
"good lord",1,2
"rt when you say ""i do it tomorrow"" and tomorrow comes",1,2
"when you get good at those move on to precision bolt rocket swaps and then swap into ballista or ss…",1,2
"rt he actually owes over $ billion i think the $ million is what he owes to foreigners",1,2
"<u+fb> hush be ez tony y galaxy the rapper and dakidd jp hero dir…",1,2
"what mr bottle popper whhaatttt<u+f><u+f>",1,2
"i live in ny and yes all the houses are expensive due to not enough space for housing the people here s…",1,2
"i have a voice kink say dirty things to me and watch me fall apart heheh",0,2
"rt reno nevada i will see you soon let’s vote and keepamericagreat",1,2
"i wish u would run for prez girl",1,2
"thanks as do i lol",1,2
"i have an irrational hatred for chunky white new balance tennis shoes",0,2
"rose anyone who disagrees needs help",1,2
"rt yes been hyped all day listening to need to get a new cap to place alongside my ws champions…",1,2
"rt me while trying to listen to the microsoft earnings call",1,2
"ahh ok cool well i play joker mostly tryna learn sindel but joker too much fun",1,2
"i found one a few months ago that said ""think"" i had only allotted mins for it",1,2
"rt hello moots how many of you can possibly join the amas ga? please let me know who is still active and can pull off the…",1,2
" patriarchal living dead",1,2
"rt the left would be wise to stop listening to pelosi her political instincts have demoralized her party i never thought an…",1,2
"rt good morning my loves <u+fc> im voting for bts for favorite duo or group pop rock at amas twt",1,2
"rt hi so about k people a day in the us get diagnosed w covid hospitalization is also up we are not doing a good job it’…",1,2
"i respect it",1,2
"kilgrave does become an anti christ in the end aka saint patrick patrick was also the name of the unborn child…",0,2
"true sometimes i remember she did that and it makes me sad",1,2
"rt styles if i could vote in america i’d vote with kindness",1,2
"i was off today and all i have done is eat sleep play the game and watching anime",0,2
"dont worry donghyunie for me youll always be the maknae <u+f><u+f><u+f>",0,2
"rt ptg [<u+ffa>] pentagon dishes hot takes on their own music <u+b><u+fef> daisy pentagondaisy …",1,2
"those who us who are also into mtg",0,2
"<u+d> if god didn’t want us to have sex then why would god give us bodies that get aroused <u+f> <u+d> <u+d>",0,2
"rt just remember i’m always joking unless you’re down",1,2
"rt breaking the us added more coronavirus cases over the last week than any other week since pandemic began people are dead due…",1,2
"rt twice and studio choom ""i cant stop me"" <u+db><u+c><u+c><u+ca> eyeswideopen icantstopme",1,2
"ama hot dad",1,2
"i’d like the hear them all gay little man",1,2
"rt fixed",1,2
"screaming in silence",0,2
"rt why u put her in this <u+f><u+f>",1,2
"dwight howard kids gonna turn out to be incels or choir directors <u+fe>",0,2
"rt trapgd ""at the same time"" suck my dick",1,2
"rt shes my new wifey <u+fa>",1,2
"rt oh man",1,2
"rt breaking new nyt tax report trumps federal income tax records show for the first time that since deutsche bank…",1,2
"rt this is how the sitting us president today described an armed terrorist plot to kidnap michigan “i mean we’…",1,2
"rt mj with sanha sanha with mj",1,2
"rt winwin you make me strong",1,2
"rt wait what",1,2
"rt ditz i’ve been saying wasabi wrong my whole life <u+f>",1,2
"uh i liked the screamo rap thing? i cant rly remember",0,2
"rt this is intentional do not put your ballots in the mail any more",1,2
"because the trump campaign are liars and liars will always do what they do<u+f><u+ffe><u+d><u+><u+fef>",0,2
"set up a tent in the middle of the street if you bout it",1,2
"i legit dont understand why people who dont live in southern california go to disneyland when they c…",1,2
"aw some of my art friends completely ignored my art and idk what to do",0,2
"rt liverpool getting injuries making me nervous spurs or fat frank winning it and the prem is done",1,2
"akfsjkgh omg i’ll cry thank you<u+fa>",1,2
"rt we <u+><u+fef> you coach leo",1,2
"rt a dream<u+>",1,2
"im not insulting u omg i just think its cool that yall call them biscuits",1,2
"lol i’m sure your audience will be thrilled",1,2
"oh thank you so much so sweet <u+fa><u+f><u+><u+fef>",1,2
"rt it’s truecrimetuesday our latest episode on the connections between the son of sam shootings and several other murde…",1,2
"“if” was my favorite growing up and will remain my favorite",0,2
"rt trumps secret weapons to win suburban women are melania and ivanka? have melania or ivanka ever even been to a suburb…",1,2
"wish i knew what happened to my black get lifted hoodie that thing was so comfortable <u+fd><u+fd>",0,2
"no its not ",1,2
"i never understood the kardashians they don’t sing dance or anything really i guess some people say…",1,2
"wait yoo jimin aka karina is not the visual???? the way we all expected her to be the visual butthen who???",0,2
"rt when you share your complaint about the product but you are months late and dont know the refund exchange process bu…",1,2
"rt twice is officially confirmed to attend the fact music awards to be held in december",1,2
"lol mediamatters employee",1,2
"rt there are real positive substantive things in biden’s platform but the campaign is assiduously avoiding talking about the…",1,2
"it’s been a month since i requested one last stop pls netgalley i just want closure",0,2
"amazing",0,2
"bless the firefighters",1,2
"rt hoodies and cold weather",1,2
"rt watch bighit dance through a pastel carnival in the music video for their new single bluehour",1,2
"update ins aircraft carrier vikramaditya spotted out side her home base in is expected to hold military exercis…",0,2
"granted sexualisation of them isnt okay at all but minorsliteral children????",0,2
"rt yes thank god im not a sellout i dont use happy days or other shows for my own political gain awards dont buy you clas…",1,2
""" trust issuesit says here""",0,2
"rt big brown eyes",1,2
"rt tony bobulinski tells tucker joe biden denials of involvement in sons business a blatant lie fo…",1,2
"rt siskind it’s funny for all his whining about the media talking about covid all trump does is talk about covid",1,2
"rt i’ve never seen someone as selfless as kim seokjin",1,2
"rt bia balled out in the league this past weekend <u+faf> <u+fc><u+a><u+fef> developedhere",1,2
"just posted a photo @ san rafael california",1,2
"rt tay user bbrightvc to user gritay<u+f>",1,2
"yes jo <u+><u+fef><u+><u+fef><u+><u+fef>",1,2
"rt eye test if you have seen circles with one person sitting inside of them and you think there is more biden voters than all…",1,2
"lg claim lg gx supports quick charge but phone charges very slow even its slower than watt charger…",1,2
"ive been thinking about this and definitely bellamy is my type and sadly im so kind of clarke but i would never d…",0,2
"rt decency is on the ballot",1,2
"imma do this",0,2
"rt official reminder you dont need anyone besides yourself to have the best sex ever tuesdaythoughts",1,2
"i miss tipsy chat",1,2
"rt <u+fa>homelessness is not a personal failure it is a societal one <u+fa>",1,2
"rt hoshi struggling with the long warp yarn &gt&lt youre so cute hochii ",1,2
"im voting for taylor swift for artist of the year at the amas c",1,2
"<u+fb><u+d><u+><u+fef> some of y’all",0,2
"my pfp scares homophobes and thats the tea",0,2
"rt a very important lesson for my fellow democrats",1,2
"please post the videos abeg <u+fd> stop wasting time jare",1,2
"you assume really well as always and im so ashtonished by this <u+f><u+f><u+f>",1,2
"rt congrats for the nd win today mxtikitakandwin followndwin monstaxfollow",1,2
"rt hey – how does it feel to have the president the attorney general and the department of justice all consp…",1,2
"lennox ain’t arguably the best heavy you have ali jack johnson forema…",1,2
"rt the vue documentation is the best ive seen so far one of the few things that didnt click for me where is this c…",1,2
"well at least i’ve got something look forward to",1,2
"february after his bday <u+f>",0,2
"halloween scare covid infections rise in miami as nightclubs prepare to party",0,2
"dionysus i love you but i cant say no to the daedalus hammer",0,2
"rt |<u+ffe><u+ffe><u+ffe><u+ffe><u+ffe><u+ffe><u+ffe><u+ffe>| count all of the ballots || •<u+e>• …",1,2
"rt president josep maria bartomeu announces the resignation of the fc barcelona board of directors",1,2
"rt its been said that a week is a long time in politics with covid its an eternity new zealand acted quickly and commun…",1,2
"martha i liked the person panel you just had on your show who would they vote for and why i h…",1,2
"rt this is truly the sweetest escape <u+><u+fef> gwen stefani and blake shelton are officially getting married htt…",1,2
"rt the media has suppressed tony bobulinski’s story he is about to share details about his meeting with joe biden for the…",1,2
"<u+ff> gold <u+ff>",0,2
"rt american stands with you ms carroll",1,2
"rt in the last month in the us we experienced double the amount of daily covid infections but half as many daily deaths or a %…",1,2
"rt stoner if fear is your biggest thing in life it will never let u accomplish all you want <u+fc>",1,2
"rlytho mcgough its back up",1,2
"i thought they were too<u+f> no way theyve been flirting for like years now <u+fd>",1,2
"dia sin iphone",0,2
"rt love yourself girl or nobody will",1,2
"rt breaking pennsylvania democrat governor wolf calls philadelphia riots a peaceful protest police officers were ho…",1,2
"rt i am always right",1,2
" dodgers",1,2
"rt new video americaneedsmichigan sound up narrated by two time emmy winner daniels we need you to help u…",1,2
"rt working on a big boys? see the full wip below",1,2
"rt thankful for love for friends for things that make me feel warm on the inside",1,2
"funny",0,2
"sweet girls <u+><u+fef>",0,2
"i know it is at least i can relive the memory in game in my younger years i was reckless a d stupi…",1,2
"texas",0,2
"rt lindsey graham’s donations california $ florida $ texas $ georgia $…",1,2
"rt saleeem this is france president emmanuel macron who derogate prophet muhammad retweet and boycott their brands pls<u+f>",1,2
"rt im voting for bts for favorite social artist at the amas rt to vote twt",1,2
"hour eleven done hours left",0,2
"im way too far ion like that",1,2
"yes but its like a christmas thing i think i love them",1,2
"gotta luv when twit makes follow suggestions and theyre way off base trump",0,2
"rt corpse and dave friendship appreciation corpsehusbandfanart boyinabandfanart",1,2
"admitting you are wrong is one of the hardest things for us to do as humans this time last year i had to admit t…",0,2
"rt i knew it mmm is about junghwan eating the glazed donut",1,2
"rt i’m having full tawakkul in allah even if allah withholds my dua he surely grants me something way better than i made dua",1,2
"swear females ain’t shit <u+f><u+f><u+ffe><u+d><u+><u+fef>",0,2
"rt just walked into a gun store and all the workers said they were voting for biden they said trump has been the worst p…",1,2
"i dont think public knows that no deal brexit is basically % confirmed life and work is gonna get harder in ja…",0,2
"i was listening to mono and i got all emo again <u+f>",0,2
"holy crap its so good soooo good",1,2
"ok i was close i knew it had to do w an important figure but couldnt remember who",1,2
"yes you appear to be correct according to fbi testimony",1,2
"rt good to know marvel keeps confirming carol has more in common with villains than with heroes a hero wouldnt res…",1,2
"<u+fef><u+e> week out till the election <u+ff> i voted early <u+fb><u+d><u+><u+fef> catch me this saturday a p at the urban league parking lot f…",0,2
"rt all this grief and we can’t hug",1,2
"suns aren’t sentient beings they can’t intentionally harm people",1,2
"rt when you’re discussing the greatest tv theme songs i’m coming to that party with fred g sanford",1,2
"rt why toss your old phone when you could get paid for it? find an ecoatm kiosk near you",1,2
"rt bighit tomorrow x together ‘minisode blue hour’ comeback show photo sketch tomorrowxtogether <u+dc><u+baa><u+bc><u+cb><u+bc><u+c><u+dc><u+acc><u+b> txt minisode blu…",1,2
"rt i’m shocked that justice keg stand turned out to be a total hack who could have seen that?",1,2
"oomfs do this i wanna see",0,2
"ampiiinggg <u+f>",1,2
"rt this is exactly the kinda dbs i was saying we needed the other day <u+f>",1,2
"rt hunter biden was in business with devon archer who is now a convicted felon",1,2
"gracie dawson hustles out a bunt single <u+f> <u+b><u+fef> b team andstill",1,2
"you’re",1,2
"he was the big guy imo",1,2
"rt anybody heard about or met with julianassange recently? im told in a free society and democracy everybody is entitled to j…",1,2
"wait what <u+f><u+f>",1,2
"reply",1,2
"rt vay giveaway <u+> idr ~ winner rt and follow vay ends in two hours come on guys <u+f><u+f>",1,2
"rt kisses how it started vs how its going",1,2
"the president of the country that the crime supposed to happened said its a false accus…",1,2
"rt leaving this on your tl",1,2
"bawal ekpaheli thediva kiawaaj good morning",1,2
"ok i kinda panicked after i sent it because eveyone was sayinf handsom and i didnt eant to offend you",1,2
"it is pure drama",1,2
"youre getting close",1,2
"wanna bet<u+f>",1,2
"lets goooo<u+f>",1,2
"rt hey you are loved okay carry on",1,2
"jsudejd not yesterday? and and and ",0,2
"link to stream",0,2
"rt what qualifications does sturgeon have to be fm? forbes to be finance secretary? yousless to be justice secretary? swinne…",1,2
"rt it’s easier for a white person to vote from space than for an african american or latino to vote in their home zip code i…",1,2
"ghosts ilysm too d",1,2
"nyc how about you look at the deaths bud",1,2
"bring this game back",0,2
"consult an orthopod it’s what we were born to do",1,2
"fabriciobetter",1,2
"rt yes queen create a monster",1,2
"rt texas y’all could have had beto vote",1,2
"anyone want one? just pay shipping in us=$ and i can fit albums therose ateez atiny dongkiz ikan ace…",0,2
"nooooo no more ",1,2
"rt students began writing their first information books last week i’m excited to learn about soccer ghosts cheerleading…",1,2
"rt dawg what was rick ross on lmaoooo",1,2
"rt miss peace ojeniyi aged years got missing on saturday th october around the falade street olorisa oko area mo…",1,2
"rt any finger that retweets this will receive good news this week",1,2
"real shit",0,2
"i cant breathejdksjf what is this are they serious ",0,2
"rt misato and ritsuko for warmup since i havent drawn in a hot minute",1,2
"i prefer the sun but rain also sounds so calming",0,2
"rt heres what happens on election night winners are called only by the media based on estimates and projections i…",1,2
"flyin solow by pamungqes",0,2
"are they really called that<u+fd>",1,2
"tonight’s feature i may well watch it on a loop until nov th ",0,2
"xxx take care <u+fd><u+ffb>",1,2
"rt i just want chocolate covered strawberries",1,2
"rt new video americaneedsmichigan sound up narrated by two time emmy winner daniels we need you to help u…",1,2
"rt rylance after weeks of multiple health screens and asking everyone to quarantine i surprised my closest inner circle with a tr…",1,2
"rt the steelers have claimed the top spot in our latest power rankings <u+faa> full list plus who needs to step up for each te…",1,2
"yes you give her a book but that book is all just suggestions and hope not…",1,2
"styles hey tell harry to follow me",1,2
"rt malachite promotes wealth and abundance <u+>",1,2
"he wasnt kidding",1,2
"rt anyone who still has a mail in ballot should not be mailing them at this point drop them off",1,2
"after weeks of multiple health screens and asking everyone to quarantine i surprised my closest inner circle wit…",0,2
"this is how responded to me begging him not to lie about the “assassination plot” like the rest of…",1,2
"rt uk we will be posting the results of the ukarmycensus at pm today make sure to join us<u+fc> the survey is still open for…",1,2
"rt academically eats a wrap<u+ff><u+ffe>",1,2
"rt goat with dybala and messi",1,2
"i aint even gonna guess i have no idea",0,2
"rt if you were looking for a new rare type of crystal for your collection heres some aqua fluorite<u+fa><u+>",1,2
"nsfw oh wait really?",1,2
"rt — two reportedly dead as nigerian politician identified as abiodun bolarinwa shot at peaceful protesters in abule e…",1,2
"y tweet this ? useless information",0,2
"dailydose jeezy reveals barack obama’s secret service shut him out of correspondence dinner after “my president”…",0,2
"rt all this iconic logos will not start if not because of one logo one talented man everyone say thank you park chanyeo…",1,2
"my inspiration",0,2
"rt cops are able to have patience respond non violently and de escalate situations when they want to",1,2
"rt visetoriya i have white nickname i am not the impostor its the black | among us via among…",1,2
"rt ""republican presidents have appointed of the most recent supreme court justices including of the current all the m…",1,2
"shes ’ ???",0,2
"should’ve never fucked with a bitch nigga <u+f>",0,2
"rt ""scientists have found evidence that frozen methane deposits in the arctic ocean – known as the “sleeping giants of the…",1,2
"nope definitely not <u+f>",1,2
"let’s gooooooo whatyallon <u+fd>",0,2
"rt all of the technology in the world cant replace the benefits of a book",1,2
"just posted a photo",0,2
"perfect way to put it this year been a blessing in disguise fr <u+fe>",1,2
"rt people said they couldnt sell tickets and their tour became the highest grossing korean girl group tour of all time people…",1,2
"preset classes with no attachments it’s shit",1,2
"rt thankful for love for friends for things that make me feel warm on the inside",1,2
"ik i fcked it up",1,2
"rt sorry <u+><u+fef> we have to make the blue guy movie ",1,2
"rt mr ""got to be real"" ",1,2
"• <u+db><u+d><u+d><u+d> <u+d><u+d><u+dc><u+dd>",0,2
"rt bill gothard known for his ""basic life principles"" aimed at keeping kids on the straight and narrow and teaching ""family…",1,2
"anybody just else sit in their car for a lil bit before they go inna house",0,2
"king ying is a laundryman’s daughter who aspires to a real home and the elegance of her jane arden paper dolls but…",0,2
"rt <u+d><u+d><u+d><u+d><u+d> <u+d><u+d> <u+d><u+d><u+dd><u+d><u+d><u+df> <u+d><u+d><u+d><u+da> <u+d><u+d><u+df><u+d><u+da>",1,2
"too much to hope for",1,2
"way to go jaxon",1,2
"rt breaking the imf is projecting that canada will have the the largest deficit in among all countries — advance…",1,2
"rt know your worth even when it comes to friendship",1,2
"@tylermade @madden lucky?<u+f> why they kept falling?",1,2
"i like ya cut g",0,2
"thank you for speaking up for us so few people see through their oil money and lies peaceforartsakh",1,2
"[hot] julia cage – black for only r more info at",0,2
"rt neverlands to catch up on voting idle nominated in apan music awards and they already tweeted about it so please lets st…",1,2
"getting credit for the songs bobby stole or helping julie??",0,2
"falling down <u+c><u+fef><u+c><u+fef><u+c><u+fef><u+c><u+fef>",0,2
"mcb peas&gt&gt&gt&gt&gt&gt&gt",1,2
"rt man sprays woman with sprinkler over black lives matter flag | double to via",1,2
"rt <u+fa> army challenge <u+fa> <u+ff><u+fef> reply = vote <u+ff><u+fef> qrt = vote <u+ff><u+fef> rt = vote i vote for taehyung from bts twt for bo…",1,2
"she had a ""famous"" who read oj suicide note",1,2
"rt last night we made history and confirmed amy coney barrett to the united states supreme court justice barrett will d…",1,2
"only want hbk",1,2
"rt months into the virus and there is still no comprehensive plan against covid yet it took days to confirm a new suprem…",1,2
"new previously un released documents show the government has paid $ million to donald trumps businesses far m…",0,2
"nevermind im making a schedule",0,2
"not yet but they should be hj",1,2
"kien?",1,2
"oh wow",1,2
"yeah i do too",1,2
"rt if ur girls eyes are glowing and she starts levitating and chain casting ruin thats not your girl thats bahamut",1,2
"rt making a big life decision like speaking out directly against the president of the united states is scary but you know wh…",1,2
"rt ppl be like “i hate waking up early” bro i hate waking up",1,2
"almost like protests are outside good one genius",1,2
"uhhhh jong un?? and moon ",0,2
" so so good we didn’t know what an amazing era of music it was",1,2
"rt if her nails $ send her thousand million hundred dollars",1,2
"verification by call me always failed please help i beg you",1,2
"ace wright",0,2
"piez i have no clue its weird",1,2
"<u+b> mi primer amor de verdad <u+d> clean with passion for now",0,2
"rt kavanaugh empties keg of beer on acbs head in celebration",1,2
"rt man tap water in washington slap too fuckin hard makes it that much harder to live anywhere else",1,2
"rt y’all feel old yet?",1,2
"good morning and u too ",1,2
"right",1,2
"and i tell you a funny fact that he is the one popularized that word godi media kyun? kyunki usk…",1,2
"rt iconic",1,2
"lft for cc rn",0,2
"rt what you’re up against may be difficult but this is a new day god is about to lighten the load things are about to chang…",1,2
"rt bill barr’s inaction and chris wray’s coverups have now irreparably destroyed the reputations of doj and fbi",1,2
"its possible to die from pain but i think the thing thats giving you the headache would kill you first",1,2
"??? the fact that i been here plenty of times",0,2
"go sis",0,2
"omg i have a crush on him too twins <u+f><u+f>",0,2
"rt this choreography always scares the shit out of me",1,2
"is this at a yacht club?",1,2
"rt thinking about the masked server in the background of this nd photo who is likely among many who risked their lives so…",1,2
"rt knowing yourself is the beginning of all wisdom",1,2
"goodmorning if your seeing this reply i vote btsv taehyung for bousnidstars bousnid",0,2
"mike epps or martin",0,2
"rt lined magazine november",1,2
"sure bud lmao",1,2
"@lawbytheway no we want your criticisms to be legitimate and so far they haven’t been lol",1,2
"rt who let me be this pretty at am",1,2
"rt the only thing the president should be able to do is challenge facebook suspensions and stuff like that foreign policy sh…",1,2
"rt <u+f><u+f> pls rt <u+><u+fef><u+fb> pre order inarizaki +sakusa acrylic keychains now nov pm price ea <u+fa>order and detail…",1,2
"rt live your life",1,2
"rt see as sarz crippled this guy the mother is here crying",1,2
"rt talking abt whos the worst at zip line mission"" <u+f> me and jaemin <u+fa> ""me and jaemin"" jaemin ah??? <u+f> me and reonjeonie h…",1,2
"rt nobody me is it black owned? do they support the gays?",1,2
"blog dang okay that’s what i guessed",1,2
"i want game go rays",0,2
"i’m fumin that they killed meryl off in mamma mia ",0,2
"rt jjangers and indonesia fix be ready for cix comeback ‘jungle’ release this noon pm kst koreanupdates vf",1,2
"its our free health system",1,2
"rt i can’t wait to live in another part of the country the bay really isn’t it",1,2
