text_object,containsMention_category,weekday_category
"sumptuous new book explores the splendour of versailles loved by everyone from louis xiv to jeff koons",0,2
"sons of the caliphate",1,2
"rt @abdulrahmern ""dont be angry""",1,2
"rt no one me in admin",1,2
"rt make your voice heard",1,2
"rt they know that it would be illegal for trump’s corporations to give things for free to the federal government but they w…",1,2
"pc ticket sangyeon trickk nder k",1,2
"okay i look forward to making you hydrate",1,2
"am simping",0,2
"new twitter who dis? aka locked myself out and couldn’t get back in so i made a new twitter who dis? <u+f><u+ffc><u+d><u+><u+fef> i…",0,2
"pls etes la msd perfecta",1,2
"shinrin lets fucking gooooooooooooooooooooooooooooooo femboysssssssssssssssssss",1,2
"rt these vegan halloween recipes are as frightening as they are delicious but why choose? try making them all",1,2
"speaking of kidnapping you could do healthy vampire euntae",1,2
"rt dunes piet mondrian painting",1,2
"my only fans got approved ",0,2
"hes a rambling man out of his mind not playing with a full deck",1,2
"rt please enjoy wednesdays cartoon in cdnpoli",1,2
"rt i am now liiiiveee on twitch drawing celes and kirigiri <u+><u+fef><u+><u+fef> cosplay week to celebrate the spooky day todays mikan day…",1,2
"rt lindsey graham is pathetic",1,2
"rt yeet",1,2
"got it i got it oh say what youre looking for cause i got it yeah",0,2
"rt ayy you yeah you whatever tf you are dealing with you got this keep pushing",1,2
"lmaoo american “moors” <u+f> leave the moroccan flag alone <u+fd> stop putting it in your bios when you never stepped foot h…",0,2
"rt piotrowski major ice storm in okc and west near el reno ok the ” ice on power lines snapped poles for miles across canadian count…",1,2
" okkk u see where this going <u+fe>",1,2
"i literally just installed them and i’ve already almost broken the cabinet handles about five different times",1,2
"rt looking forward to visiting the beautiful state of pennsylvania today the people of that great state know president …",1,2
"rt americans will fry their grandma if they could",1,2
"rt [dear army] special postcards from bts v jimin rm <u+bc><u+dc><u+cc><u+b><u+be> twt",1,2
"rt any finger that retweets this will receive good news this week",1,2
"youre very welcome <u+f>",1,2
"rt new there are over mistakes inaccuracies in brett kavanaugh’s “steal the election for trump” opinion from yesterday —…",1,2
"it’s a look <u+fe>",1,2
"it is duos",1,2
"rt has justice brett kavanaugh corrected the inaccurate statements in his wisconsin opinion yet? second what is the recou…",1,2
"its here",0,2
"its about morality",1,2
"open your mind arms and heart to new things and people we are united in our differences",0,2
"is a real one",1,2
"rt <u+><u+f>pastelitos halloween basket and cheesecake giveaway<u+f><u+> rules gotta be following us on twitter and insta …",1,2
"rt by far the craziest thing ive witnessed in the years ive covered politics for a living is the fact that donald trumps a…",1,2
"still apart of shorty even if we been living apart",0,2
"ind also for mitre saw?",1,2
"fidelium what do police alleged this woman being guilty of?",1,2
" my two kiddos birth month",1,2
"rt @badassiee prayer really changes things",1,2
"rt the media has suppressed tony bobulinski’s story he is about to share details about his meeting with joe biden for the…",1,2
"rt i get so frustrated with it they’re not some low budget experiment at geek and sundry anymore they don’t get…",1,2
"dc megan the way he punched the word “like” in that statement…",1,2
"wait ur telling me dixie and liam made a song togetherr ???",0,2
" omg it’s been so long since i’ve since this game",1,2
"rt days it took the gop to confirm amy coney barrett days it took them to pass a $ tax cut for the super ri…",1,2
"i dont think straight men think other men would be ""better then their wife"" and ""attractive""",1,2
"rt the introspective nature of these questions bts have been asking us moving us to reflect on ourselves check in on ourse…",1,2
"rt <u+ff> sbndanniversary thank you for celebrating with us during our special livestream on facebook and tiktok sb s…",1,2
"rt sb happy birthday winwin <u+f> we love you so much and hope you have an amazing day filled with joy and love as you deserve <u+fa><u+fa><u+fa> …",1,2
"you know if you say some thing is over and it isn’t it doesn’t mean it is going to stop pandemics…",1,2
"rt my mom and brother are huge trump supporters they went to the rally in lansing today i am beyond disappointed a…",1,2
"my son is always getting hurtbreaks my heart everytime",0,2
"rt still laughing at how vivi writes her diary in cantonese so the other members cant read it and writes their names in korea…",1,2
"rt shoes please retweet im boboshoes and i make shoes like these for a living if you see this please support a grow…",1,2
"rt siked him out now he napping <u+fa>",1,2
"rt ""its her its always been her"" jenlisa lisa jennie",1,2
"montana love?",1,2
"not being funny but i don’t think they could’ve stopped it",1,2
"rt venezuela turkey ukraine for three years i witnessed some of the most egregious shadow foreign policy schemes conducte…",1,2
"alex is probably asleep tweetdeck",0,2
"rt i hope dan offers his condolences to the murdoch mafia cretins at his next address”commiserations to rupert on having…",1,2
"rt securing my snacks for tucker carlsons tony bobulinski interview tonight <u+f><u+ff><u+ff>",1,2
"seriously that man could host anyone right now and push his influence in a good way an…",1,2
"rt breaking new nyt tax report trumps federal income tax records show for the first time that since deutsche bank…",1,2
"rt i think if you rly want to know the type of person mingi is watch moon river ending ment <u+fd><u+fd> he may be known for his aura of…",1,2
"jag …",1,2
"he would be a good greeter though a little shy",1,2
"rt fal almighty allah made this universe for hazrat mohammad pbuh<u+><u+fef> franceshameonyou",1,2
"rt david crowe on frydenberg as he dumped on victoria during qt frydenberg was powerful and pointed the failures could n…",1,2
"one thing about me is ima always figure it out ima make that shit happen some way somehow",0,2
"rt sama just wearing this new trendy outfit cute and cool outfit id say~~ <u+><u+fef>",1,2
"rt can y’all normalize being alone cause some of y’all need it lmao",1,2
"after today’s day",0,2
"real bad bitch pussy bald like saitama is such a hype line my serotonin shoots to the fckn stratosphere whenever i scream it",0,2
"rt ofreazon last night my friend’s mom died of covid today i was telling friends co workers of her passing a few are tru…",1,2
"i cried when v tried to carry yoongi under the stick “private spot” first <u+f> twt runbtsep",1,2
"rt <u+ff><u+fef> army challenge <u+ff><u+fef> <u+f> k rts and k reply <u+f> i’m voting for bts for favorite duo or group pop rock at the amas <u+fc> …",1,2
"rt hey do you like our pumpkin? peaksquad",1,2
"@iuofficial tucano i vote for iu as best female soloist ekpbestfemalesoloiu @iuofficial",1,2
"rt are u sure about that israel",1,2
"rt i hate being stuck between “keep trying” and “why bother”",1,2
"goodmorninggg like wise",1,2
"rt [sbken] fierce second third <u+fd>",1,2
"“any suggestion that potus has used his own official travel or the federal government as a way to profit off of tax…",0,2
"rt hey twitter can you help us around desktops? we are developing an engine to build more of them but we are not good at tweakin…",1,2
"rt oholliday otd in us army m tanks faced off soviet t tanks for hours at the checkpoint charlie border crossing…",1,2
"rt i’d be in his dm’s trying to throw neck like a giraffe fight",1,2
"rt ""the album"" is predicted to be at on the billboard chart in its th week via hitsdd",1,2
"im voting for billie eilish for favorite artist alternative rock at the amas nueve",1,2
"rt who in their right mind takes time off from work to play a videogame you can play at any tim…",1,2
"use a straw",1,2
"oomf tasteless <u+f><u+f>",1,2
"ordo you support changing liability laws regarding free speech??personally im anti censorship i…",1,2
"daily rain report daily rain mm max rain rate mm h at rochester weather",0,2
"rt being less responsive to shit will make you look at things differently",1,2
"rt available october th instorepm onlineamest once sold out won’t restock more to come<u+fc>",1,2
"rt im sure everyone would find it normal and fine if someone on line to vote with you holding a long gun just innocently a…",1,2
" i cant help it <u+f>",1,2
"ah more jungwon ni ki selfies <u+fd> and they’ve done it again haha <u+f><u+f> enhypen jungwon niki",0,2
"i’m shocked <u+f>",1,2
"nicely done",1,2
"everything just tends to break my heart ig",0,2
"it should be in a shut position already unless there is current going to it from the controller",1,2
"it’s spooky season show us your pumpkins <u+f> outdoorsforall",0,2
"rt <u+>enhypen debut album giveaway border day one<u+> worldwide read the rules below dm me for more inquiries goodluck enge…",1,2
"the way he has to calm himself down from getting too excited yeah &lt",1,2
"who goes to anything to see this grifter??? read a book people",1,2
"im this<u+ff> close to breaking and leaking the album",1,2
"no cappp<u+f>",1,2
"rt this pretty much sums up how other characters view entrapta vs how hordak sees her and its not about needing her beca…",1,2
"lots of jealous bitches on here",1,2
"ok groomer",1,2
"heroine same they are forever goals <u+f><u+ff><u+ffc><u+faf><u+f>",1,2
"i will always be here for you reane <u+fa> i love you so much",1,2
"rt the idea that open carrying a weapon in a crucial public space is just a free floating right that comes with no implied th…",1,2
"rt this is iran """"mehrdad sepehri in mashhad has died in police car due to suffocation caused by pepper spray sprayed o…",1,2
"our village can have no peace until pyralis the special needs prince is destroyed",0,2
"tw mark pellegrino aren’t u the mf who bullied teenagers on the internet for weeks",0,2
"""not scaredjust"" he paused and shook his head with a sigh ""understanding ido not want to freak you out""",0,2
"it really isnt",1,2
"sometimes i get the feeling shes watching over me",1,2
"if you are triggered by a childrens add that just state racism is bad i have to assum…",1,2
"rt this seems pretty significant",1,2
"rt the data reveals for the first time when joe biden decisively overtook president trump in the money race the day sen kamal…",1,2
"way to go time for a healthy dose of indica to chill <u+f>",1,2
"this is a mood",1,2
"rt what is this?",1,2
"rt <u+>please rt<u+> join us nov th et for our national roundtable ""what just happened? writers discuss the post …",1,2
"peaceful protest my arse",1,2
"thread nel threadil dolore ",0,2
"rt men need to normalize acting right first",1,2
"very nice <u+fc><u+fc><u+fc>",1,2
"rt joe biden is a corrupt politician he wants to send your jobs to china while his family rakes in millions from the ch…",1,2
"rt gorgeousness at tennessee beach in marin county but check out that ray of sunshine that cuts across the picture cool…",1,2
"ty watching",1,2
"im glad it cut off at the brother part",1,2
"mmmmm i dont like it can we call it smth different",1,2
"rt my best friend of years just confessed to me that she loves candy corn so i am now accepting applications for a new b…",1,2
"first person to comment under this that is following me and that i haven’t made a banner for gets a free banner i’m bored",0,2
"sorry two sentence",1,2
"being married to someone with a fast metabolism is really hard",0,2
"rt in case you didn’t know the ugly ones will cheat on you too",1,2
"rt the second man to go over niagara falls in a barrel survived the fall but later died as a result of slipping on a piece of o…",1,2
"rt express china no friend to democracy pompeo hits back at beijing and signs groundbreaking deal",1,2
" glad its working i personally got a k check to move",1,2
"rt so glad that didnt show the moment where i thought id won tonight llongyfarchiade ellis a emma…",1,2
"rt heller it is fascinating how the same people who reject herd immunity cling to the idea of a vaccine given that they both depe…",1,2
"omg i cant <u+fd><u+fd><u+fd><u+fd>",0,2
"targets so far for soccer and engineering for fall of the college search begins anyone need a solid p…",0,2
"rt please take a minute if you can to donate if you are unable to then please keep my best friend in your prayers and sha…",1,2
"rt @jice <u+><u+d><u+><u+a><u+f> happy halloween yanagi~<u+f><u+f><u+><u+fef><u+f> everyone check out yuki here",1,2
"rt sorry but i have my insecurities in acedemics",1,2
"why thank u",1,2
"rt i wish he would stop saying pog everytime i kissed him",1,2
"ogre battle castlevania legacy of darkness goemon body harvest",1,2
"heyb i just want to say <u+ff>",0,2
"for those who didnt see the big hard drive lap top ticket to j…",1,2
"they said bawdy bawdy <u+fd><u+f>",1,2
"he is such a fun and complex character that is so relatable he just gives me so much joy and he is the ""gotta laug…",0,2
"jay z would never",1,2
"i know yall say yall be “trolling” but alot of yall be deadass",0,2
"rt since peeps have been pulling our yard signs out and tossing them we are now installing bigger signs you…",1,2
"dont forget the corn extra seasoning pls<u+f>",0,2
" something between by jang dong woo",1,2
"yes they’re powerful diggers",1,2
"rt <u+f>well what do you see on the mt price? <u+ff>i will be sharing my thoughts io airdrop mt mt eth defi…",1,2
"rt pm tuesday zeta update could gusts top mph tomorrow night?",1,2
"rt hoar katz when are the judiciary going to stand up and mount a legal challenge?",1,2
"rt a very important lesson for my fellow democrats",1,2
"aduh kaget kaget kaget <u+f><u+f>",1,2
"when i was i tripped over a toy and hit my head on a table and had to get stitches i would’ve been more cautiou…",0,2
"rt <u+f>all new hook rocks podcast featuring hughes from the is now available we talk about his influenc…",1,2
"“ oh fawn once again you? ” he gave her breast a little squeeze “ yes this is totally you ”",1,2
"rt now on to nebraska for the racist orange shitgibbon for a repeat of the same old bullshit <u+fa> <u+f>",1,2
" because voting should be done in person vote by mail is an accommodation",1,2
"rt life has no limitations except the ones you make les brown",1,2
"rt in honor of ’s “mascot bracket” espnu radio will host a virtual halloween themed pep rally on with c…",1,2
"rt nobody talking just the tv or music playing",1,2
"<u+><u+fef>my inktober art nancy the black cat inktober tfpics inktobertf inktoberday inktoberday…",0,2
"does this look like kamala harris to u",1,2
"rt how it’s playing in the biggest paper in the biggest city in pivotal pennsylvania",1,2
"xbox kids doing what they do best pulling up for that fat third party psshare",0,2
"rt “i’m so pro life i’m willing to murder real human beings”",1,2
"apparently wolf did request them what could possibly go wrong",1,2
"rt gamers if you can use a diagram to find this spot you have no more excuses",1,2
"workin for a while on a fishin boat right outside of delacroix but all the while i was alone the past was close b…",0,2
"classic",0,2
" yes pls life sounds better there",1,2
"rt i like flowers but i do fall in love with love letters",1,2
"trump kamala harris could replace joe biden via th amendment via",1,2
"finally i can see the sun hoping for no storms to come good morning and i realized i havent shaved my eyebrows…",0,2
"rt there is no limit to this administration’s corruption and self dealing trump compelled the government to patronize his…",1,2
"rt houston <u+c><u+fef> this special box is now available <u+f><u+f><u+f><u+fb><u+f> you guys please help and share support my business it would mean a lo…",1,2
"rt what there is money for operation moonshot £bn brexit £bn failed test and trace £bn government cro…",1,2
"rt sad but true",1,2
"rt i didn’t realize this makes it even sweeter voteredtosaveamerica democratsaredestroyingamerica hunterslaptop",1,2
"a good follow up might be “well then bill what in the fuck is wrong with him then”?",1,2
"boxing day mcg <u+f><u+f>",0,2
"rt big brother yeonjun does and little brothers taegyu follow him",1,2
"thanks for getting back to us let us know if you have any other questions or concerns were always here to help ^ln",1,2
"rt @rmalb corona or no corona staying away from people is always better",1,2
"rt girlfriends and owls <u+ff><u+fef><u+d><u+f><u+f>lumity amity luz theowlhouse",1,2
"oh it won’t be none of that <u+f><u+f><u+f>",1,2
"defo a great day that was",0,2
"i can show you an eternal milkshake",1,2
"what is telling is you thinking this is telling",1,2
"me too ",1,2
"rt there is no limit to this administration’s corruption and self dealing trump compelled the government to patronize his…",1,2
"but i can’t have my student loan debt forgiven",0,2
"leon oh whew i was about to sayyy <u+f>",1,2
"rt im tired im stress im hurt but im fine",1,2
"happy birtdayy <u+fe> love u",1,2
"rt joseph while fighting the pillar men",1,2
"a blessed morning edward have a great day ahead mayward maymayentrata edwardbarber",1,2
"someone treat her right <u+fa>",1,2
"sicboykm kill this featonly u <u+><u+a>",1,2
"i don’t know about y’all but i was raised to cook and clean for my man to give him everything he deserves without…",0,2
"intel i tired",1,2
"happy st birthday self",0,2
"so proud of my girl <u+f>",0,2
"this cannot be a real account pitiful",1,2
"i love u more",1,2
"an automobile museum <u+f><u+f><u+f><u+f><u+f>",1,2
"rt happy falz day <u+><u+fef><u+f>",1,2
"dude drop out",1,2
"rt friends mumbai police opposed my bail plea with all their might our lawyers quoted sc judgement to expose their falsehoo…",1,2
"rt oftx ""china is a client state of the globalists"" alex jones breaks down how they use chinese slave labor to monopolize manuf…",1,2
"you too have a wonderful evening julie",1,2
"rt <u+fd> hampir m best female rokie secret number got that boom got that boom secretnumber ekpbestfemale…",1,2
"rt baker mayfields red zone stats <u+f> <u+f> tds <u+f> ints",1,2
"rt bencohen israel us relations blossom as nations mark years since free trade accord via",1,2
"rt elmars me when i think about how much ive overshared in a conversation",1,2
"rt donald rainwater has a wonderful and quick sense of humor love it very reaganesque",1,2
"rt q do hawks cry? a they do now <u+fd> what a great tribute to a great man <u+f> t…",1,2
"cw food moon pie??? never had one <u+f>",0,2
"paigee lol like any grocery store boo",1,2
"and another one sleepy joe picked the wrong day to come to georgia congratulations to and the…",1,2
"rt and the msm still doesnt call them out",1,2
"i was really happy bc ive been texting my crush for almost like hours straight and she told me she was talking t…",0,2
"i would find it very difficult if one of my co workers was a trump supporter a judith collins suppo…",1,2
"he’s the guy who sang “ave maria cuando seras mia” right?",0,2
"you have high praise for the new watch dogs right? might jump on that",1,2
"a little bitter alice in chains off the last action hero soundtrack outstanding a little bitter bas…",1,2
"rt my mind is full of unwanted thoughts",1,2
"omgggggggggggggesffdxshng",1,2
"<u+b> mr sunshine <u+d> personal taste",0,2
"silver mountain and frustration",1,2
"rt no escape | four pro democracy activists in hong kong went to the us consulate in the territory to seek asylum but were a…",1,2
"rt this guys were shoot by abiodun bolarinwa at abule egba yesterday",1,2
"rt here’s where in wisconsin pass it on demcastwi",1,2
"bon jovi you want to make a memory",0,2
"your blessed",1,2
"why is it cute for babies to have double chins but not me <u+fd>",0,2
"rt styles if i could vote in america i’d vote with kindness",1,2
"rt critical race studies is being federally attacked by her dad",1,2
"rt the media has suppressed tony bobulinski’s story he is about to share details about his meeting with joe biden for the…",1,2
"not u tweeting this <u+f><u+f><u+f><u+f><u+f><u+f><u+f>",1,2
"rt taehyung best boy making the staffs laugh <u+f>",1,2
"rt happening now student led town hall with christian county school board candidates join us at",1,2
"rt run bts editors deserves an award for this<u+fd><u+f>",1,2
"beill lmfaooo",1,2
" omg i love this sooo much",1,2
"nowplaying the galician dream galance podcast temporadiomx",0,2
"rt relationship should be im in charge and you listen",1,2
" fn wait you actually didnt place top in a contenders cup?",1,2
"[onlyhitus] currently your eyes tell by bts listen on all your devices with tunein",0,2
"goooon yesyes",1,2
"rt gained streams on spotify yesterday this is twice’s highest daily streams on the pl…",1,2
"be careful egypt is coming <u+><u+e><u+><u+>",1,2
"when will i hear a live band again?",0,2
"rt top <u+ff> digital artist ranking edt <u+e> blackpink <u+e> popsmoke <u+e> arianagrande <u+e> twice <u+e> justinbie…",1,2
"can u hype my pinned? thx",0,2
"this is wonderful thank you jeff daniels cmon michigan we believe in you",0,2
"why do you say that? because you can’t stand the truth?",1,2
"hope so",1,2
"rt fheck it giveaway time im gonna give away x £ amazon gift cards <u+f> simply make sure youre following and rt so i can…",1,2
"the campaign by twitter and super spreaders ends soon cant wait for shit to be done with",1,2
"rt breaking texas social workers will no longer be allowed to discriminate against lgbtq texans and people with disabilitie…",1,2
"rt @dilinna you people are not tired?",1,2
"rt detroit ap judge blocks election day ban on the open carry of guns near michigan polling places",1,2
"rt has zero self reflection his administration spied on his political opponents and weaponized governmen…",1,2
"head hurts",0,2
"goodnight alex we miss ya",1,2
"thank you queen <u+><u+fef>",1,2
"remote",0,2
"rt people said they couldnt sell tickets and their tour became the highest grossing korean girl group tour of all time people…",1,2
"y’all can’t lie she sounds good",1,2
"rt he was always destined for greatness worked his socks off to improve his shot stopping distribution and most important…",1,2
"rt the media has suppressed tony bobulinski’s story he is about to share details about his meeting with joe biden for the…",1,2
"rt @toriwspoon not the capitollll<u+f><u+f>let me find out they headed for president snow<u+f><u+fd>",1,2
"rt halloweentown &gt hocus pocus i said what i said",1,2
"man that actually could happen that would be awesome if that happens man",1,2
"rt wisconsin—if i don’t sound like a typical washington politician it’s because i’m not a politician if i don’t always…",1,2
"no stop it",1,2
"rt the nsw government recommended approved and fast tracked this project knowing koalas will be extinct in nsw by wit…",1,2
"rt ignore poll shamans trust cookie polls",1,2
"lmfaooo no lie that might just be what i was tryna make sure was decent",1,2
"thanks for tweeting with us today were signing out for the night well be back at am et to answer any questions you might have ^wa",0,2
"rt this police officer offered help to an alt right ‘boogaloo’ member even though he was openly defying virginia’s open carry…",1,2
"rt if you give me the honor of serving as your president i wont waste any time getting this virus under control and building o…",1,2
"rt if you havent yet mailed your mail in absentee ballot dont chance it drop off the ballot in person or bring it to…",1,2
"rt vote blue im begging you im not but those of you who are please vote blue i cant have my rights taken away",1,2
"numb i’m no liar",1,2
"which candidate challenging a red seat can you help the most in the next week?maybe ?",1,2
"baroque dance is rhythmic baroque dance is aerial dance is dreamy and so on",0,2
"does anyone know any artists good for logos ?",0,2
"aww u too <u+fa><u+f> stay hydrated and take care of yourself &lt",1,2
"me now get cho boots and yo coat fa this mom wet ass pussy me girl what lmfaooo omg no",0,2
"rt only future billionaires should retweet this",1,2
"rt eng saudiarabia’s government says it will distribute riyals $ to the families of frontline health workers…",1,2
"your smoking too much weed if you think biden is going to win ia fantasy land",1,2
"styles what",1,2
" interesting <u+f><u+fdd>",1,2
"rt i will give someone $ of golden merch in hrs all you have to do is rt and be following myself and …",1,2
"starving ain’t the word",1,2
"rt no bank in their right mind would forgive $ million and still keep makin loans unless those loans were covered by some…",1,2
"rt it’s sooooo beautiful to see my man on right now i’ve been looking for him since the …",1,2
"rt to think fallout is years old is just crazy fallout was the first fallout and bethesda game i ever played i wo…",1,2
"we all scream actually and us esmaha keyboard lol i missed them<u+fa>",0,2
"rt we were not created to worship god because he has uncontrollable angels to worship him our purpose is to make the wo…",1,2
"rt i’m here to make $$$ not friends i fell in love w the blue on them bands",1,2
"unbelievable this is lunacy",0,2
"these colors go burn stew",0,2
"rt sonicjam track boos house game team sonic racing performed by tee lopes and jun senoue [ original music taken from sonic and knu…",1,2
"rt when florida goes right so does the rust belt trump wins florida by more than expect him to win the rust belt",1,2
"rt my version of isabelle’s autumn cardigan <u+f> acnh acnhdesign",1,2
"corp ghouls werewolf law my brain",0,2
"but remember he likes beer",0,2
"i want attention",0,2
"rt barack obama was one of the worst presidents in american history",1,2
"lol thats right and fat ones at that",1,2
"rt twice x naver dispatch tzuyus hd photos for eyes wide open",1,2
"such a great friend",1,2
"official rat will always be rat",1,2
"rt i think about this a lot",1,2
"rt bolivias senate has formally recognised the work of those of us at ""for resisting the coup in bolivia and fig…",1,2
"rt october was here for about seconds",1,2
"rt thanks to everyones generosity we were able to raise over $ for indianapolis indians charities at s pum…",1,2
"hi this is my first day here <u+><u+fef>",0,2
"green peppers are the worst vegetable",0,2
"rt namgi constantly reminding us its okay to lead a life without it constantly being impressive and out worldly and to just l…",1,2
"oomf just made a good ag take and they deleted it ",0,2
"rt the party and its flag are in the name of anna and his picture respectively and they are bowing to the pressure of the fas…",1,2
"rt it was disgusting when stood on stage with trump back in february to see him standing with mike pence at a rall…",1,2
"thedon aiight it was looking real hi point like <u+f><u+f><u+f><u+f>",1,2
"rt im giving away stay comfy notebooks and stay comfy pins winners will be chosen randomly to enter comment y…",1,2
"rt iv what the actual fuck",1,2
"lol the first base umpire used to umpire all of our home games at tc he definitely hated us",0,2
"bullies would do anything to mock a person when one doesnt work they go for another",1,2
"welcome back dori monson<u+f><u+f><u+f><u+f><u+f><u+f><u+f><u+f>",0,2
"rt well done to the youths in lagos for coming together to select rinu oduala and majekodunmi temitope to join the lagos judic…",1,2
"rt cancer scorpio pisces somebody you considered a friend was gossiping or talking about you behind your back and you foun…",1,2
"you too <u+f>",1,2
"it is ok to marry a sandwich simply find a subgenius to perform the ceremony",0,2
"when your sorry ass is gone america will have a chance landslide",1,2
"biden won kids pick the president ",0,2
"last night<u+fa>",0,2
"i agree",1,2
"heart been broke so many times",0,2
"rt there is no limit to this administration’s corruption and self dealing trump compelled the government to patronize his…",1,2
"love and miss you lots bro hope you’re doing good <u+fa>",1,2
"rt at least he kept it real with her <u+f>",1,2
"when looking at the actual app it gives me an estimated date of november th through th so i…",1,2
"rt divizn i put my trust in god and now i’m $ in dept",1,2
"rt daniels bravo americaneedsmichigan america needs biden <u+ffa><u+ff><u+f><u+ffa><u+ff>",1,2
"literally love my life rn",0,2
"rt god bless my great friend nick owens may he rest in peace an amazing man who will be missed my so many heartbreaking…",1,2
"im afraid my genbio teacher is in anitwt &lt fuck",0,2
"imgonna cry hes so cute",0,2
"rt irony itll get you every time",1,2
"i will be frst in line",1,2
"png tf u mean? thats obviously a ting tang wallawalla bing bang jollypop",1,2
"rt okay so all of my friends are laughing at me is this man in this picture not fine ass fuck to you? this is also flava flav…",1,2
"i’m voting for nct for favorite social artist at the amas ",1,2
"thank you lovely <u+><u+fef>",1,2
"juan is fine as hell rhop",0,2
"lets do it albertans dont want any more trudeau socialism alberta would make a good st state eh? palisade…",0,2
"mem arrasou <u+><u+fef><u+><u+fef>",1,2
"i vote taylor swift for artist of the year at the amas",1,2
"@ketish the keta i remember was a savage you better get right lol",1,2
"thank you for that <u+ff> ive been telling this story for years and would have felt like an ass…",1,2
"i knew abt ray and killua but alluka and norman?? that’s crazy",1,2
"rt vote for this great american and patriot",1,2
"order a pizza",1,2
"rt hey remember that time basta la vista came for me when i didn’t call bro did you traffic in sars like classified sensitive…",1,2
"“if it ain’t two bit” johnny exclaimed running to his friend and hugged him",1,2
"rt since labor day the trump campaign has cut $ million from its national ad budget the biden campaign added $ milli…",1,2
"rt the saddest lesson from surah yusuf is that the closest people in your life arent always the ones who love you the mos…",1,2
"sounds like a perfect candidate for a new blumhouse reboot remake",1,2
"rt ca maybe everyone made things too confusing by saying that brett kavanaugh is too immoral and unethical to serve on the supre…",1,2
"it will help so much",1,2
"you freak how many died from swine flu? maybe how many died from covid on your watch?…",1,2
"rt kudos and on this smashing win for trump takes another loss and the rule of law anoth…",1,2
"i love our vets and i especially love the group in paulding county thank you to rick and george for making me a par…",0,2
"‘ i hate this <u+f><u+f> poor georgie",0,2
"rt betel doodle <u+>",1,2
"rt tw ed i saw this last night and i’m <u+fa>",1,2
"rejection hurts <u+f>",1,2
"speak <u+faf>",1,2
"work",0,2
"rt reliable high speed internet isn’t a luxury — it is a necessity as communities confront the covid pandemic the fcc’s…",1,2
"x thats so cool lmao",1,2
"rt ab and brady are officially reunited with the bucs julian edelman",1,2
"say it louder for the people in the back ughhhh",1,2
"lgballiance that’s how men procreate and procreation is a fundamental right every newborn baby has…",1,2
"rt mamimis blush at koganes lil comment here her sheer geh im getting pdad by my totally not crush energ…",1,2
"lmfaoooooo <u+f>",0,2
"rt while gwen stefani is on the brain i cant recommend this deep read about her good girl punk image enough by i…",1,2
"rt this transition makes more sense to me as an adult",1,2
"rt please retweet my business <u+f><u+ffc>",1,2
"the talent inside this twitter is astronomical",1,2
"please do a pisces one <u+fb>",0,2
"she is",1,2
"rt honored to discuss the deportation machine with the great hinojosa whom i have long admired thanks to her …",1,2
"defo janet lol hes scrapin the barrel and got splinters",1,2
"rt the goat was like what tf even just happened",1,2
"rt heey people who have layouts retweet this then follow whoever retweets it we all need the clout dont let this flop…",1,2
"rt the moby huge needed a friend",1,2
"rt season bloopers because you deserve a treat todayand maybe a glass of milk <u+f>",1,2
"abill…",1,2
"managed to pick these up from amazon for £ this morning actually really good sound aptx and long battery life c…",0,2
"rt doctor someone asked me a question today that got me thinking anyone who is years old now will be eligible to vote by …",1,2
"chaeyeon hey bae any heat in here this week?",1,2
"piglins can do that?",0,2
"i use to have an owl but now i don’t i would trade it for the parrot if i still have it &gt",1,2
" okeyyy",1,2
"rt this rushed confirmation is more than just a hypocritical power grab it’s more than an effort to deny voters a say i…",1,2
"that said i stand by forsaken being the best time to ever play destiny and the best dlc bun…",1,2
"rt whatever you do do not click on this",1,2
"ah ah ah the cultural reset wbk",1,2
"rt measuring up is out today <u+fa> thanks so much to everyone else who worked on this especially who wrote a beautif…",1,2
"you want to know whats dramatic? have a computer that is only a year old and its been on…",1,2
"is this all we get stopaliyev stoperdogan",1,2
"like a b house it smells so good <u+fd>",1,2
"less normal and with considerably more eviscerations than i had anticipated",1,2
"why do u think others dont follow in her footsteps?",1,2
" long range silent snipers",1,2
"just re read them for the first time in a while still love this series and rissos art is just about my favourite art",1,2
"rt jollett its too late to mail your vote vote in person or take it to a dropbox its too late to mail your vote vote in person…",1,2
"“o oh s she’s big in t that way too~”",1,2
"rt cus if it aint my baby then it aint my business",1,2
"i actually do keep hitting then falling back below <u+f>",1,2
"this was my shit i say this with no shame whatsoever <u+f>",1,2
"rt another in the bag blessed to see another year <u+ff><u+ffb> countmyblessings",1,2
"rt so far none of the people ive bought stuff from via craigslist have wanted to be my friends but i will keep trying",1,2
"i neeeeed <u+f>",0,2
"sorry who is that",1,2
"rt resist fbrparty fbr g nimashan …",1,2
"“political responsibility” <u+f> jesus these ppl",1,2
"why would you ever kiss me?",0,2
"rt breaking new nyt tax report trumps federal income tax records show for the first time that since deutsche bank…",1,2
"rt <u+cec><u+c><u+cec><u+adc> gfriend <u+de>walpurgis night concept photo &ltmy room &gt <u+de>walpurgisnight <u+fa> pm kst",1,2
"rt i’m crying",1,2
"rt not only have the snp been stealing taxpayers money but they’ve been stealing their members money too a fool and his mone…",1,2
"rt mins til leagueofmayhem to start",1,2
"rt s and heartbreaks tha carter iii and man on the moon were all released within a year of eachother all these albu…",1,2
"the older you get the more beautiful you are &lt &lt &lt &lt",1,2
